iso3c|year|fmratio
NGA|2011|88.6028321181558
NGA|2012|88.7665682517746
NGA|2013|88.9366340700485
NGA|2014|87.2905707780482
NGA|2015|85.662556578742
NGA|2016|84.0537437552363
NGA|2017|82.4621743757423
NGA|2018|80.8908310334253
NGA|2019|79.3359958537849
NGA|2020|79.3366679492112
NGA|2021|79.1470934769636
NGA|2022|78.9923882161686
NGA|2023|79.2009953419212
MKD|1991|66.711491799924
MKD|1992|66.1958389005536
MKD|1993|65.6789031402034
MKD|1994|65.1620353235525
MKD|1995|64.6432184728917
MKD|1996|64.1230051301994
MKD|1997|61.9547486708555
MKD|1998|62.1514792179756
MKD|1999|62.3552625541092
MKD|2000|64.75159632456
MKD|2001|64.9271560406614
MKD|2002|65.1072094225257
MKD|2003|66.1739858436715
MKD|2004|66.2867850340972
MKD|2005|66.407824173099
MKD|2006|63.799469869919
MKD|2007|64.7778716726022
MKD|2008|62.9770879526977
MKD|2009|62.7176777118632
MKD|2010|61.8770177941287
MKD|2011|64.5786249553943
MKD|2012|63.6894155381326
MKD|2013|65.7729996579976
MKD|2014|64.5288632915494
MKD|2015|64.2805324015812
MKD|2016|62.3864938728731
MKD|2017|62.997230243385
MKD|2018|62.9248976686243
MKD|2019|67.5657685732871
MKD|2020|66.9006975036711
MKD|2021|65.4848355403674
MKD|2022|65.825827700857
MKD|2023|67.937666310808
NOR|1991|79.9490290910671
NOR|1992|79.5948466577018
NOR|1993|80.2364176323298
NOR|1994|80.5461096560406
NOR|1995|82.8195619422876
NOR|1996|82.8442629922599
NOR|1997|82.8202251859238
NOR|1998|83.9305818711042
NOR|1999|84.5243526467864
NOR|2000|84.0001645368288
NOR|2001|84.7489338285871
NOR|2002|86.624274413643107
NOR|2003|86.0817199459703
NOR|2004|86.7983014861996
NOR|2005|86.3200124750145
NOR|2006|86.5837399296494
NOR|2007|87.6271784378748
NOR|2008|88.1422539333045
NOR|2009|88.9506532649028
NOR|2010|88.7234470666015
NOR|2011|89.6302975653742
NOR|2012|89.1651222054906
NOR|2013|89.8741936425465
NOR|2014|90.0836390315481
NOR|2015|89.6666617954376
NOR|2016|89.7937536829699
NOR|2017|90.241605119158
NOR|2018|89.8689605990373
